Simplified,Traditional,Pinyin,Level
财经,財經,cáijīng,7-9
财力,財力,cáilì,7-9
财务,財務,cáiwù,7-9
财物,財物,cáiwù,7-9
财政,財政,cáizhèng,7-9
裁,裁,cái,7-9
裁定,裁定,cáidìng,7-9
裁决,裁決,cáijué,7-9
采,採,cǎi,7-9
采集,採集,cǎijí,7-9
采矿,採礦,cǎikuàng,7-9
彩电,彩電,cǎidiàn,7-9
彩虹,彩虹,cǎihóng,7-9
彩霞,彩霞,cǎixiá,7-9
菜市场,菜市場,càishìchǎng,7-9
参见,參見,cānjiàn,7-9
参军,參軍,cānjūn,7-9
参谋,參謀,cānmóu,7-9
参照,參照,cānzhào,7-9
餐桌,餐桌,cānzhuō,7-9
残,殘,cán,7-9
残留,殘留,cánliú,7-9
残缺,殘缺,cánquē,7-9
残忍,殘忍,cánrěn,7-9
惭愧,慚愧,cánkuì,7-9
惨白,慘白,cǎnbái,7-9
惨痛,慘痛,cǎntòng,7-9
惨重,慘重,cǎnzhòng,7-9
灿烂,燦爛,cànlàn,7-9
苍蝇,蒼蠅,cāngying,7-9
沧桑,滄桑,cāngsāng,7-9
舱,艙,cāng,7-9
藏匿,藏匿,cángnì,7-9
藏品,藏品,cángpǐn,7-9
藏身,藏身,cángshēn,7-9
操控,操控,cāokòng,7-9
操劳,操勞,cāoláo,7-9
操心,操心,cāoxīn,7-9
槽,槽,cáo,7-9
草案,草案,cǎo'àn,7-9
草坪,草坪,cǎopíng,7-9
侧面,側面,cèmiàn,7-9
侧重,側重,cèzhòng,7-9
测算,測算,cèsuàn,7-9
测验,測驗,cèyàn,7-9
层出不穷,層出不窮,céngchū-bùqióng,7-9
蹭,蹭,cèng,7-9
差错,差錯,chācuò,7-9
差额,差額,chā'é,7-9
插手,插手,chāshǒu,7-9
插图,插圖,chātú,7-9
插嘴,插嘴,chāzuǐ,7-9
茶道,茶道,chádào,7-9
茶馆儿,茶館兒,cháguǎnr,7-9
查处,查處,cháchǔ,7-9
查明,查明,chámíng,7-9
查找,查找,cházhǎo,7-9
察觉,察覺,chájué,7-9
察看,察看,chákàn,7-9
诧异,詫異,chàyì,7-9
掺,摻,chān,7-9
搀,攙,chān,7-9
馋,饞,chán,7-9
禅杖,禪杖,chánzhàng,7-9
缠,纏,chán,7-9
产,產,chǎn,7-9
产地,產地,chǎndì,7-9
产物,產物,chǎnwù,7-9
产值,產值,chǎnzhí,7-9
铲,剷|鏟,chǎn,7-9
铲子,鏟子,chǎnzi,7-9
阐述,闡述,chǎnshù,7-9
颤抖,顫抖,chàndǒu,7-9
猖狂,猖狂,chāngkuáng,7-9
长达,長達,cháng dá,7-9
长期以来,長期以來,chángqī yǐlái,7-9
长效,長效,chángxiào,7-9
长征,長征,chángzhēng,7-9
长足,長足,chángzú,7-9
常理,常理,chánglǐ,7-9
常人,常人,chángrén,7-9
常态,常態,chángtài,7-9
常温,常溫,chángwēn,7-9
偿还,償還,chánghuán,7-9
嫦娥,嫦娥,Cháng'é,7-9
厂家,廠家,chǎngjiā,7-9
敞开,敞開,chǎngkāi,7-9
畅谈,暢談,chàngtán,7-9
畅销,暢銷,chàngxiāo,7-9
倡议,倡議,chàngyì,7-9
抄袭,抄襲,chāoxí,7-9
钞票,鈔票,chāopiào,7-9
超标,超標,chāobiāo,7-9
超车,超車,chāochē,7-9
超前,超前,chāoqián,7-9
超速,超速,chāosù,7-9
朝代,朝代,cháodài,7-9
朝着,朝著,cháozhe,7-9
嘲弄,嘲弄,cháonòng,7-9
嘲笑,嘲笑,cháoxiào,7-9
吵嘴,吵嘴,chǎozuǐ,7-9
车道,車道,chēdào,7-9
车祸,車禍,chēhuò,7-9
车间,車間,chējiān,7-9
车轮,車輪,chēlún,7-9
车速,車速,chēsù,7-9
车位,車位,chēwèi,7-9
车厢,車廂,chēxiāng,7-9
车型,車型,chēxíng,7-9
车轴,車軸,chēzhóu,7-9
扯,扯,chě,7-9
彻夜,徹夜,chèyè,7-9
撤,撤,chè,7-9
撤换,撤換,chèhuàn,7-9
沉甸甸,沉甸甸,chéndiàndiàn,7-9
沉淀,沉澱,chéndiàn,7-9
沉浸,沉浸,chénjìn,7-9
沉闷,沉悶,chénmèn,7-9
沉迷,沉迷,chénmí,7-9
沉思,沉思,chénsī,7-9
沉稳,沉穩,chénwěn,7-9
沉着,沉著,chénzhuó,7-9
陈旧,陳舊,chénjiù,7-9
陈列,陳列,chénliè,7-9
陈述,陳述,chénshù,7-9
衬托,襯托,chèntuō,7-9
趁,趁,chèn,7-9
趁机,趁機,chènjī,7-9
趁早,趁早,chènzǎo,7-9
趁着,趁著,chènzhe,7-9
称呼,稱呼,chēnghu,7-9
称作,稱作,chēngzuò,7-9
成才,成才,chéngcái,7-9
成家,成家,chéngjiā,7-9
成年,成年,chéngnián,7-9
成年,成年,chéngnián,7-9
成千上万,成千上萬,chéngqiān-shàngwàn,7-9
成群结队,成群結隊,chéngqún-jiéduì,7-9
成天,成天,chéngtiān,7-9
成问题,成問題,chéngwèntí,7-9
成型,成型,chéngxíng,7-9
呈现,呈現,chéngxiàn,7-9
诚恳,誠懇,chéngkěn,7-9
诚心诚意,誠心誠意,chéngxīn-chéngyì,7-9
诚意,誠意,chéngyì,7-9
诚挚,誠摯,chéngzhì,7-9
承包,承包,chéngbāo,7-9
承载,承載,chéngzài,7-9
城墙,城牆,chéngqiáng,7-9
乘人之危,乘人之危,chéngrénzhīwēi,7-9
盛,盛,chéng,7-9
惩处,懲處,chéngchǔ,7-9
惩罚,懲罰,chéngfá,7-9
澄清,澄清,chéngqīng,7-9
橙汁,橙汁,chéngzhī,7-9
逞能,逞能,chěngnéng,7-9
逞强,逞強,chěngqiáng,7-9
秤,秤,chèng,7-9
吃不上,吃不上,chī bushàng,7-9
吃喝玩乐,吃喝玩樂,chī-hē-wán-lè,7-9
吃苦,吃苦,chīkǔ,7-9
吃亏,吃虧,chīkuī,7-9
痴呆,痴獃|癡呆,chīdāi,7-9
痴迷,痴迷,chīmí,7-9
痴心,痴心,chīxīn,7-9
池塘,池塘,chítáng,7-9
驰名,馳名,chímíng,7-9
迟迟,遲遲,chíchí,7-9
迟疑,遲疑,chíyí,7-9
迟早,遲早,chízǎo,7-9
持,持,chí,7-9
持久,持久,chíjiǔ,7-9
持之以恒,持之以恆,chízhī-yǐhéng,7-9
尺度,尺度,chǐdù,7-9
耻辱,恥辱,chǐrǔ,7-9
耻笑,恥笑,chǐxiào,7-9
赤字,赤字,chìzì,7-9
翅膀,翅膀,chìbǎng,7-9
冲刺,衝刺,chōngcì,7-9
冲浪,衝浪,chōnglàng,7-9
冲洗,沖洗,chōngxǐ,7-9
冲撞,衝撞,chōngzhuàng,7-9
充,充,chōng,7-9
充当,充當,chōngdāng,7-9
充沛,充沛,chōngpèi,7-9
充实,充實,chōngshí,7-9
重播,重播,chóngbō,7-9
重叠,重疊,chóngdié,7-9
重返,重返,chóngfǎn,7-9
重合,重合,chónghé,7-9
重申,重申,chóngshēn,7-9
重现,重現,chóngxiàn,7-9
崇高,崇高,chónggāo,7-9
崇尚,崇尚,chóngshàng,7-9
宠,寵,chǒng,7-9
宠爱,寵愛,chǒng'ài,7-9
抽签,抽籤,chōuqiān,7-9
抽屉,抽屜,chōuti,7-9
抽象,抽象,chōuxiàng,7-9
仇,仇,chóu,7-9
仇恨,仇恨,chóuhèn,7-9
仇人,仇人,chóurén,7-9
稠,稠,chóu,7-9
稠密,稠密,chóumì,7-9
愁眉苦脸,愁眉苦臉,chóuméi-kǔliǎn,7-9
筹,籌,chóu,7-9
筹办,籌辦,chóubàn,7-9
筹备,籌備,chóubèi,7-9
筹措,籌措,chóucuò,7-9
筹划,籌劃,chóuhuà,7-9
筹集,籌集,chóují,7-9
筹码,籌碼,chóumǎ,7-9
丑恶,醜惡,chǒu'è,7-9
丑陋,醜陋,chǒulòu,7-9
丑闻,醜聞,chǒuwén,7-9
瞅,瞅,chǒu,7-9
出版社,出版社,chūbǎnshè,7-9
出厂,出廠,chūchǎng,7-9
出丑,出醜,chūchǒu,7-9
出道,出道,chūdào,7-9
出发点,出發點,chūfādiǎn,7-9
出风头,出風頭,chū fēngtou,7-9
出境,出境,chūjìng,7-9
出局,出局,chūjú,7-9
出具,出具,chūjù,7-9
出口成章,出口成章,chūkǒu-chéngzhāng,7-9
出卖,出賣,chūmài,7-9
出毛病,出毛病,chū máobìng,7-9
出难题,出難題,chū nántí,7-9
出人意料,出人意料,chūrényìliào,7-9
出任,出任,chūrèn,7-9
出山,出山,chūshān,7-9
出身,出身,chūshēn,7-9
出示,出示,chūshì,7-9
出手,出手,chūshǒu,7-9
出头,出頭,chūtóu,7-9
出土,出土,chūtǔ,7-9
出息,出息,chūxi,7-9
出血,出血,chūxiě,7-9
出演,出演,chūyǎn,7-9
出洋相,出洋相,chū yángxiàng,7-9
出游,出遊,chūyóu,7-9
出众,出眾,chūzhòng,7-9
出主意,出主意,chū zhǔyi,7-9
出资,出資,chūzī,7-9
出自,出自,chūzì,7-9
出走,出走,chūzǒu,7-9
初次,初次,chūcì,7-9
初衷,初衷,chūzhōng,7-9
除此之外,除此之外,chúcǐzhīwài,7-9
除去,除去,chúqù,7-9
除外,除外,chúwài,7-9
处方,處方,chǔfāng,7-9
处境,處境,chǔjìng,7-9
处置,處置,chǔzhì,7-9
储备,儲備,chǔbèi,7-9
储蓄,儲蓄,chǔxù,7-9
触动,觸動,chùdòng,7-9
触犯,觸犯,chùfàn,7-9
触觉,觸覺,chùjué,7-9
触摸,觸摸,chùmō,7-9
触目惊心,觸目驚心,chùmù-jīngxīn,7-9
揣,揣,chuāi,7-9
揣测,揣測,chuǎicè,7-9
揣摩,揣摩,chuǎimó,7-9
踹,踹,chuài,7-9
川流不息,川流不息,chuānliú-bùxī,7-9
穿过,穿過,chuānguò,7-9
穿小鞋,穿小鞋,chuān xiǎoxié,7-9
穿越,穿越,chuānyuè,7-9
穿着,穿著,chuānzhuó,7-9
传承,傳承,chuánchéng,7-9
传奇,傳奇,chuánqí,7-9
传染,傳染,chuánrǎn,7-9
传染病,傳染病,chuánrǎnbìng,7-9
传人,傳人,chuánrén,7-9
传授,傳授,chuánshòu,7-9
传闻,傳聞,chuánwén,7-9
船舶,船舶,chuánbó,7-9
船桨,船槳,chuánjiǎng,7-9
喘,喘,chuǎn,7-9
喘息,喘息,chuǎnxī,7-9
串门,串門,chuànmén,7-9
创伤,創傷,chuāngshāng,7-9
床位,床位,chuángwèi,7-9
创,創,chuàng,7-9
创始人,創始人,chuàngshǐrén,7-9
吹了,吹了,chuī le,7-9
吹牛,吹牛,chuīniú,7-9
吹捧,吹捧,chuīpěng,7-9
垂,垂,chuí,7-9
垂头丧气,垂頭喪氣,chuítóu-sàngqì,7-9
捶,捶,chuí,7-9
锤子,錘子,chuízi,7-9
纯粹,純粹,chúncuì,7-9
纯洁,純潔,chúnjié,7-9
纯朴,純樸,chúnpǔ,7-9
醇厚,醇厚,chúnhòu,7-9
蠢,蠢,chǔn,7-9
戳,戳,chuō,7-9
绰号,綽號,chuòhào,7-9
瓷,瓷,cí,7-9
瓷器,瓷器,cíqì,7-9
辞,辭,cí,7-9
辞呈,辭呈,cíchéng,7-9
辞去,辭去,cíqù,7-9
辞退,辭退,cítuì,7-9
慈善,慈善,císhàn,7-9
慈祥,慈祥,cíxiáng,7-9
磁带,磁帶,cídài,7-9
磁卡,磁卡,cíkǎ,7-9
磁盘,磁盤,cípán,7-9
此起彼伏,此起彼伏,cǐqǐ-bǐfú,7-9
次日,次日,cìrì,7-9
伺候,伺候,cìhou,7-9
刺耳,刺耳,cì'ěr,7-9
刺骨,刺骨,cìgǔ,7-9
刺绣,刺繡,cìxiù,7-9
赐,賜,cì,7-9
赐教,賜教,cìjiào,7-9
匆匆,匆匆,cōngcōng,7-9
匆忙,匆忙,cōngmáng,7-9
葱,蔥,cōng,7-9
从今以后,從今以後,cóng jīn yǐhòu,7-9
从来不,從來不,cónglái bù,7-9
从容,從容,cóngróng,7-9
从容不迫,從容不迫,cóngróng-bùpò,7-9
从头,從頭,cóngtóu,7-9
从未,從未,cóngwèi,7-9
从业,從業,cóngyè,7-9
从早到晚,從早到晚,cóngzǎo-dàowǎn,7-9
丛林,叢林,cónglín,7-9
凑,湊,còu,7-9
凑合,湊合,còuhe,7-9
凑巧,湊巧,còuqiǎo,7-9
粗暴,粗暴,cūbào,7-9
粗糙,粗糙,cūcāo,7-9
粗鲁,粗魯,cūlǔ,7-9
粗略,粗略,cūlüè,7-9
粗心大意,粗心大意,cūxīn-dàyì,7-9
促成,促成,cùchéng,7-9
簇拥,簇擁,cùyōng,7-9
窜,竄,cuàn,7-9
催,催,cuī,7-9
催促,催促,cuīcù,7-9
催眠,催眠,cuīmián,7-9
摧毁,摧毀,cuīhuǐ,7-9
脆弱,脆弱,cuìruò,7-9
翠绿,翠綠,cuìlǜ,7-9
存放,存放,cúnfàng,7-9
存心,存心,cúnxīn,7-9
存折,存摺,cúnzhé,7-9
搓,搓,cuō,7-9
磋商,磋商,cuōshāng,7-9
挫折,挫折,cuòzhé,7-9
措手不及,措手不及,cuòshǒu-bùjí,7-9
错别字,錯別字,cuòbiézì,7-9
错觉,錯覺,cuòjué,7-9
错位,錯位,cuòwèi,7-9
错综复杂,錯綜複雜,cuòzōng-fùzá,7-9
搭乘,搭乘,dāchéng,7-9
搭建,搭建,dājiàn,7-9
达标,達標,dábiāo,7-9
答辩,答辯,dábiàn,7-9
打岔,打岔,dǎchà,7-9
打倒,打倒,dǎdǎo,7-9
打盹儿,打盹兒,dǎdǔnr,7-9
打交道,打交道,dǎ jiāodao,7-9
打搅,打攪,dǎjiǎo,7-9
打捞,打撈,dǎlāo,7-9
打量,打量,dǎliang,7-9
打猎,打獵,dǎliè,7-9
打磨,打磨,dǎmó,7-9
打通,打通,dǎtōng,7-9
打仗,打仗,dǎzhàng,7-9
打招呼,打招呼,dǎ zhāohu,7-9
大包大揽,大包大攬,dàbāo-dàlǎn,7-9
大笔,大筆,dàbǐ,7-9
大臣,大臣,dàchén,7-9
大吃一惊,大吃一驚,dàchī-yījīng,7-9
大大咧咧,大大咧咧,dàdaliēliē,7-9
大地,大地,dàdì,7-9
大队,大隊,dàduì,7-9
大幅度,大幅度,dà fúdù,7-9
大公无私,大公無私,dàgōng-wúsī,7-9
大家庭,大家庭,dàjiātíng,7-9
大街小巷,大街小巷,dàjiē-xiǎoxiàng,7-9
大惊小怪,大驚小怪,dàjīng-xiǎoguài,7-9
大局,大局,dàjú,7-9
大款,大款,dàkuǎn,7-9
大面积,大面積,dà miànjī,7-9
大名鼎鼎,大名鼎鼎,dàmíng-dǐngdǐng,7-9
大模大样,大模大樣,dàmú-dàyàng,7-9
大棚,大棚,dàpéng,7-9
大片,大片,dàpiàn,7-9
大气,大氣,dàqì,7-9
大厦,大廈,dàshà,7-9
大数据,大數據,dàshùjù,7-9
大肆,大肆,dàsì,7-9
大体,大體,dàtǐ,7-9
大体上,大體上,dàtǐ shang,7-9
大同小异,大同小異,dàtóng-xiǎoyì,7-9
大腕儿,大腕兒,dàwànr,7-9
大选,大選,dàxuǎn,7-9
大雁,大雁,dàyàn,7-9
大意,大意,dàyì,7-9
大意,大意,dàyi,7-9
大有可为,大有可為,dàyǒu-kěwéi,7-9
大宗,大宗,dàzōng,7-9
歹徒,歹徒,dǎitú,7-9
逮,逮,dǎi,7-9
代号,代號,dàihào,7-9
代理人,代理人,dàilǐrén,7-9
代言人,代言人,dàiyánrén,7-9
带队,帶隊,dàiduì,7-9
带路,帶路,dàilù,7-9
带头,帶頭,dàitóu,7-9
带头人,帶頭人,dàitóurén,7-9
待,待,dài,7-9
怠工,怠工,dàigōng,7-9
怠慢,怠慢,dàimàn,7-9
逮捕,逮捕,dàibǔ,7-9
担,擔,dān,7-9
担当,擔當,dāndāng,7-9
担负,擔負,dānfù,7-9
单边,單邊,dānbiān,7-9
单薄,單薄,dānbó,7-9
单方面,單方面,dānfāngmiàn,7-9
单身,單身,dānshēn,7-9
耽搁,耽擱,dānge,7-9
耽误,耽誤,dānwu,7-9
胆怯,膽怯,dǎnqiè,7-9
胆子,膽子,dǎnzi,7-9
但愿,但願,dànyuàn,7-9
担,擔,dàn,7-9
担子,擔子,dànzi,7-9
诞辰,誕辰,dànchén,7-9
淡化,淡化,dànhuà,7-9
淡季,淡季,dànjì,7-9
蛋白质,蛋白質,dànbáizhì,7-9
当即,當即,dāngjí,7-9
当今,當今,dāngjīn,7-9
当面,當面,dāngmiàn,7-9
当日,當日,dāngrì,7-9
当事人,當事人,dāngshìrén,7-9
当务之急,當務之急,dāngwùzhījí,7-9
当下,當下,dāngxià,7-9
当心,當心,dāngxīn,7-9
当着,當著,dāngzhe,7-9
当之无愧,當之無愧,dāngzhīwúkuì,7-9
当众,當眾,dāngzhòng,7-9
当晚,當晚,dàngwǎn,7-9
当真,當真,dàngzhēn,7-9
荡漾,盪漾|蕩漾,dàngyàng,7-9
档次,檔次,dàngcì,7-9
导弹,導彈,dǎodàn,7-9
导航,導航,dǎoháng,7-9
导火索,導火索,dǎohuǒsuǒ,7-9
导师,導師,dǎoshī,7-9
导向,導向,dǎoxiàng,7-9
岛屿,島嶼,dǎoyǔ,7-9
捣乱,搗亂,dǎoluàn,7-9
倒卖,倒賣,dǎomài,7-9
倒霉,倒霉,dǎoméi,7-9
倒塌,倒塌,dǎotā,7-9
倒下,倒下,dǎoxia,7-9
到头来,到頭來,dàotóulái,7-9
到位,到位,dàowèi,7-9
倒计时,倒計時,dàojìshí,7-9
倒数,倒數,dàoshǔ,7-9
盗,盜,dào,7-9
盗窃,盜竊,dàoqiè,7-9
悼念,悼念,dàoniàn,7-9
道具,道具,dàojù,7-9
稻草,稻草,dàocǎo,7-9
得不偿失,得不償失,débùchángshī,7-9
得当,得當,dédàng,7-9
得力,得力,délì,7-9
得失,得失,déshī,7-9
得手,得手,déshǒu,7-9
得体,得體,détǐ,7-9
得天独厚,得天獨厚,détiāndúhòu,7-9
得益于,得益於,déyì yú,7-9
得意扬扬,得意揚揚,déyì-yángyáng,7-9
得知,得知,dézhī,7-9
得罪,得罪,dézuì,7-9
德,德,dé,7-9
灯笼,燈籠,dēnglong,7-9
灯泡,燈泡,dēngpào,7-9
登机,登機,dēngjī,7-9
登陆,登陸,dēnglù,7-9
蹬,蹬,dēng,7-9
凳子,凳子,dèngzi,7-9
瞪,瞪,dèng,7-9
低调,低調,dīdiào,7-9
低估,低估,dīgū,7-9
低谷,低谷,dīgǔ,7-9
低价,低價,dījià,7-9
低迷,低迷,dīmí,7-9
低碳,低碳,dītàn,7-9
低下,低下,dīxià,7-9
堤,堤,dī,7-9
堤坝,堤壩,dībà,7-9
提防,提防,dīfang,7-9
笛子,笛子,dízi,7-9
抵触,抵觸,dǐchù,7-9
抵挡,抵擋,dǐdǎng,7-9
抵消,抵消,dǐxiāo,7-9
抵押,抵押,dǐyā,7-9
抵御,抵禦,dǐyù,7-9
抵制,抵制,dǐzhì,7-9
底层,底層,dǐcéng,7-9
底线,底線,dǐxiàn,7-9
底蕴,底蘊,dǐyùn,7-9
底子,底子,dǐzi,7-9
地步,地步,dìbù,7-9
地道,地道,dìdào,7-9
地道,地道,dìdao,7-9
地段,地段,dìduàn,7-9
地理,地理,dìlǐ,7-9
地毯,地毯,dìtǎn,7-9
地下水,地下水,dìxiàshuǐ,7-9
地狱,地獄,dìyù,7-9
地域,地域,dìyù,7-9
地质,地質,dìzhì,7-9
弟子,弟子,dìzǐ,7-9
帝国,帝國,dìguó,7-9
帝国主义,帝國主義,dìguó zhǔyì,7-9
递交,遞交,dìjiāo,7-9
第一手,第一手,dìyīshǒu,7-9
第一线,第一線,dìyīxiàn,7-9
颠倒,顛倒,diāndǎo,7-9
颠覆,顛覆,diānfù,7-9
巅峰,巔峰,diānfēng,7-9
典范,典範,diǎnfàn,7-9
点火,點火,diǎnhuǒ,7-9
点击率,點擊率,diǎnjīlǜ,7-9
点评,點評,diǎnpíng,7-9
点心,點心,diǎnxin,7-9
点缀,點綴,diǎnzhuì,7-9
点子,點子,diǎnzi,7-9
电报,電報,diànbào,7-9
电铃,電鈴,diànlíng,7-9
电网,電網,diànwǎng,7-9
电线,電線,diànxiàn,7-9
电信,電信,diànxìn,7-9
电讯,電訊,diànxùn,7-9
垫,墊,diàn,7-9
垫底,墊底,diàndǐ,7-9
垫子,墊子,diànzi,7-9
淀粉,澱粉,diànfěn,7-9
惦记,惦記,diànjì,7-9
奠定,奠定,diàndìng,7-9
殿堂,殿堂,diàntáng,7-9
刁难,刁難,diāonàn,7-9
叼,叼,diāo,7-9
雕,雕,diāo,7-9
雕刻,雕刻,diāokè,7-9
雕塑,雕塑,diāosù,7-9
吊销,吊銷,diàoxiāo,7-9
钓鱼,釣魚,diàoyú,7-9
调度,調度,diàodù,7-9
掉队,掉隊,diàoduì,7-9
掉头,掉頭,diàotóu,7-9
爹,爹,diē,7-9
迭起,迭起,diéqǐ,7-9
叠,疊,dié,7-9
丁,丁,dīng,7-9
叮嘱,叮囑,dīngzhǔ,7-9
盯,盯,dīng,7-9
钉子,釘子,dīngzi,7-9
顶多,頂多,dǐngduō,7-9
顶级,頂級,dǐngjí,7-9
顶尖,頂尖,dǐngjiān,7-9
订单,訂單,dìngdān,7-9
订购,訂購,dìnggòu,7-9
订婚,訂婚,dìnghūn,7-9
订立,訂立,dìnglì,7-9
钉,釘,dìng,7-9
定金,定金,dìngjīn,7-9
定居,定居,dìngjū,7-9
定论,定論,dìnglùn,7-9
定为,定為,dìngwéi,7-9
定向,定向,dìngxiàng,7-9
定心丸,定心丸,dìngxīnwán,7-9
定义,定義,dìngyì,7-9
定做,定做,dìngzuò,7-9
丢掉,丟掉,diūdiào,7-9
丢脸,丟臉,diūliǎn,7-9
丢弃,丟棄,diūqì,7-9
丢人,丟人,diūrén,7-9
丢失,丟失,diūshī,7-9
东奔西走,東奔西走,dōngbēn-xīzǒu,7-9
东道主,東道主,dōngdàozhǔ,7-9
东张西望,東張西望,dōngzhāng-xīwàng,7-9
董事,董事,dǒngshì,7-9
董事会,董事會,dǒngshìhuì,7-9
董事长,董事長,dǒngshìzhǎng,7-9
懂事,懂事,dǒngshì,7-9
动不动,動不動,dòngbudòng,7-9
动荡,動盪,dòngdàng,7-9
动感,動感,dònggǎn,7-9
动工,動工,dònggōng,7-9
动静,動靜,dòngjing,7-9
动脉,動脈,dòngmài,7-9
动身,動身,dòngshēn,7-9
动弹,動彈,dòngtan,7-9
动听,動聽,dòngtīng,7-9
动向,動向,dòngxiàng,7-9
动用,動用,dòngyòng,7-9
冻结,凍結,dòngjié,7-9
栋,棟,dòng,7-9
栋梁,棟梁,dòngliáng,7-9
兜,兜,dōu,7-9
兜儿,兜兒,dōur,7-9
兜售,兜售,dōushòu,7-9
抖,抖,dǒu,7-9
陡,陡,dǒu,7-9
斗,鬥,dòu,7-9
斗志,鬥志,dòuzhì,7-9
豆浆,豆漿,dòujiāng,7-9
豆子,豆子,dòuzi,7-9
逗,逗,dòu,7-9
都会,都會,dūhuì,7-9
督促,督促,dūcù,7-9
独,獨,dú,7-9
独唱,獨唱,dúchàng,7-9
独家,獨家,dújiā,7-9
独立自主,獨立自主,dúlì-zìzhǔ,7-9
独身,獨身,dúshēn,7-9
独一无二,獨一無二,dúyī-wú'èr,7-9
堵塞,堵塞,dǔsè,7-9
杜绝,杜絕,dùjué,7-9
妒忌,妒忌,dùjì,7-9
度假,度假,dùjià,7-9
渡过,渡過,dùguò,7-9
端正,端正,duānzhèng,7-9
短缺,短缺,duǎnquē,7-9
短暂,短暫,duǎnzàn,7-9
段落,段落,duànluò,7-9
断定,斷定,duàndìng,7-9
断断续续,斷斷續續,duànduànxùxù,7-9
断裂,斷裂,duànliè,7-9
堆砌,堆砌,duīqì,7-9
队形,隊形,duìxíng,7-9
对白,對白,duìbái,7-9
对策,對策,duìcè,7-9
对称,對稱,duìchèn,7-9
对得起,對得起,duìdeqǐ,7-9
对联,對聯,duìlián,7-9
对弈,對弈,duìyì,7-9
对照,對照,duìzhào,7-9
对峙,對峙,duìzhì,7-9
对准,對準,duìzhǔn,7-9
兑换,兌換,duìhuàn,7-9
兑现,兌現,duìxiàn,7-9
敦促,敦促,dūncù,7-9
敦厚,敦厚,dūnhòu,7-9
炖,燉,dùn,7-9
顿时,頓時,dùnshí,7-9
多边,多邊,duōbiān,7-9
多功能,多功能,duōgōngnéng,7-9
多亏,多虧,duōkuī,7-9
多劳多得,多勞多得,duōláo-duōdé,7-9
多年来,多年來,duō nián lái,7-9
多心,多心,duōxīn,7-9
多余,多餘,duōyú,7-9
多元,多元,duōyuán,7-9
哆嗦,哆嗦,duōsuo,7-9
夺冠,奪冠,duóguàn,7-9
夺魁,奪魁,duókuí,7-9
躲避,躲避,duǒbì,7-9
躲藏,躲藏,duǒcáng,7-9
舵手,舵手,duòshǒu,7-9
堕落,墮落,duòluò,7-9
讹诈,訛詐,ézhà,7-9
俄语,俄語,Éyǔ,7-9
鹅,鵝,é,7-9
额外,額外,éwài,7-9
厄运,厄運,èyùn,7-9
恶,惡,è,7-9
恶化,惡化,èhuà,7-9
恶劣,惡劣,èliè,7-9
恶性,惡性,èxìng,7-9
恶意,惡意,èyì,7-9
遏制,遏制,èzhì,7-9
鳄鱼,鱷魚,èyú,7-9
恩赐,恩賜,ēncì,7-9
恩惠,恩惠,ēnhuì,7-9
恩情,恩情,ēnqíng,7-9
恩怨,恩怨,ēnyuàn,7-9
而已,而已,éryǐ,7-9
耳光,耳光,ěrguāng,7-9
耳目一新,耳目一新,ěrmù-yīxīn,7-9
耳熟能详,耳熟能詳,ěrshú-néngxiáng,7-9
耳闻目睹,耳聞目睹,ěrwén-mùdǔ,7-9
二手车,二手車,èrshǒuchē,7-9
二氧化碳,二氧化碳,èryǎnghuàtàn,7-9
发布会,發佈會|發布會,fābùhuì,7-9
发财,發財,fācái,7-9
发愁,發愁,fāchóu,7-9
发电机,發電機,fādiànjī,7-9
发抖,發抖,fādǒu,7-9
发愤图强,發憤圖強,fāfèn-túqiáng,7-9
发光,發光,fāguāng,7-9
发火,發火,fāhuǒ,7-9
发酵,發酵,fājiào,7-9
发掘,發掘,fājué,7-9
发愣,發愣,fālèng,7-9
发脾气,發脾氣,fā píqi,7-9
发起人,發起人,fāqǐrén,7-9
发热,發熱,fārè,7-9
发誓,發誓,fāshì,7-9
发泄,發洩,fāxiè,7-9
发扬,發揚,fāyáng,7-9
发扬光大,發揚光大,fāyáng-guāngdà,7-9
发育,發育,fāyù,7-9
发源地,發源地,fāyuándì,7-9
发作,發作,fāzuò,7-9
阀门,閥門,fámén,7-9
发型,髮型,fàxíng,7-9
帆,帆|颿,fān,7-9
帆船,帆船,fānchuán,7-9
翻番,翻番,fānfān,7-9
翻来覆去,翻來覆去,fānlái-fùqù,7-9
翻天覆地,翻天覆地,fāntiān-fùdì,7-9
凡,凡,fán,7-9
烦闷,煩悶,fánmèn,7-9
烦恼,煩惱,fánnǎo,7-9
烦躁,煩躁,fánzào,7-9
繁华,繁華,fánhuá,7-9
繁忙,繁忙,fánmáng,7-9
繁体字,繁體字,fántǐzì,7-9
繁重,繁重,fánzhòng,7-9
反驳,反駁,fǎnbó,7-9
反差,反差,fǎnchā,7-9
反常,反常,fǎncháng,7-9
反倒,反倒,fǎndào,7-9
反感,反感,fǎngǎn,7-9
反过来,反過來,fǎn guòlái,7-9
反击,反擊,fǎnjī,7-9
反馈,反饋,fǎnkuì,7-9
反面,反面,fǎnmiàn,7-9
反思,反思,fǎnsī,7-9
反弹,反彈,fǎntán,7-9
反省,反省,fǎnxǐng,7-9
返还,返還,fǎnhuán,7-9
犯愁,犯愁,fànchóu,7-9
饭碗,飯碗,fànwǎn,7-9
